,latitude,longitude,discovery_month,fire_size
11701,36.3683,-91.6753,11,20.0
11702,33.64,-117.085,10,1.0
11703,33.80805998,-95.27361001,2,1.0
11704,36.91805555,-121.845,7,1.5
11705,33.429267,-98.702267,8,8.0
11706,31.363000000000003,-103.79,6,1.0
11707,32.374311,-92.375,7,7.0
11708,31.73699951,-82.42957678,10,1.49
11709,34.2347,-92.9739,11,1.0
11710,35.06916667,-108.20305559999998,7,1.5
11711,40.58528,-75.30528000000001,4,1.2
11712,31.8067,-82.2969,8,5.54
11713,33.53215,-94.61908001,12,118.0
11714,32.67777704,-81.91207729,1,8.2
11715,39.5092,-74.5355,11,1.0
11716,45.83603,-111.83285,8,120.0
11717,34.5683,-88.8344,5,4.0
11718,30.8643,-83.5573,2,9.23
11719,32.5039,-80.8714,2,12.0
11720,32.558777,-94.877291,8,1.0
11721,31.83011999,-99.09430001,1,1.0
11722,32.68118958,-95.98489572,12,1.0
11723,32.61805555,-116.2011111,9,2.0
11724,26.0422,-81.2125,6,75.0
11725,31.626234000000004,-88.818442,5,20.0
11726,39.5715,-123.281167,10,1.0
11727,32.54935237,-84.26930731,6,1.2
11728,44.3319815,-75.91434699999999,4,1.5
11729,47.05208,-122.74119,8,1.0
11730,32.45208,-95.40624999,1,10.0
11731,36.109,-94.83546664,9,1.0
11732,37.79022,-82.99274,4,5.0
11733,35.8053,-94.7633,10,5.0
11734,33.018609999999995,-88.08149,3,1.5
11735,47.975,-98.9712,8,1.0
11736,34.9403,-89.3094,4,25.0
11737,35.0889,-98.585,7,1.0
11738,32.50941665,-94.88520021,10,4.0
11739,38.18275731,-81.71916337,3,5.0
11740,33.10583333,-109.1477778,7,2000.0
11741,26.22555556,-98.41055556,4,5.0
11742,46.78801,-124.05302,7,4.5
11743,47.8522,-95.145,9,1.0
11744,36.6333,-78.2,12,2.0
11745,35.92395999,-93.04538002,4,10.0
11746,36.98111,-104.4392,6,1500.0
11747,36.1167,-82.0,2,2.0
11748,29.55,-83.26,6,11.0
11749,36.89139,-79.97278,3,1.0
11750,34.95642222,-84.14568611,3,2.2
11751,45.83279443,-91.4886878,4,1.5
11752,37.0883,-76.9858,7,3.0
11753,33.7286,-86.1058,4,4.0
11754,32.794259999999994,-95.34175,2,15.0
11755,32.772490999999995,-80.470345,2,2.0
11756,30.64472,-94.55111,9,65.0
11757,37.61124834,-81.59487296,11,21.0
11758,36.81805556,-118.8833333,7,5.0
11759,36.86666667,-90.33333333,11,1.0
11760,46.823640000000005,-92.59116,5,0.6
11761,32.97708,-94.89792,5,4.0
11762,29.5203,-82.1636,2,2.0
11763,30.62351,-94.42952,3,2.0
11764,32.6128,-83.8326,3,1.96
11765,34.28333333,-87.3,7,65.0
11766,45.3233,-113.9042,8,1.0
11767,47.621,-107.147,6,39.7
11768,47.22333333,-114.73,7,4.0
11769,41.21335966,-73.98018178,4,1.0
11770,29.42,-81.95,6,750.0
11771,41.1158,-74.1222,4,1.48
11772,37.351972,-121.475528,5,6.0
11773,34.52608269,-85.30105839,9,2.8
11774,35.22817002,-78.94201001,3,1.0
11775,43.640440000000005,-101.2639,8,20.0
11776,32.4752,-82.4587,3,1.84
11777,38.136390000000006,-77.53278,2,1.0
11778,48.4809,-99.6628,4,5.0
11779,35.0083,-90.7361,4,10.0
11780,18.055195,-66.571777,2,1.0
11781,27.78861002,-80.92277998,7,11.0
11782,31.856996,-88.472939,2,10.0
11783,36.5489,-96.7055,2,49.0
11784,32.70625,-94.97708,6,7.0
11785,33.81661,-86.26373000000001,12,12.0
11786,33.34800551,-94.48417953,2,10.0
11787,37.5742,-84.1678,11,1.0
11788,25.93,-80.33,5,1.0
11789,33.852509999999995,-87.015486,3,2.0
11790,32.97469445,-112.1122514,4,4.0
11791,35.2667,-83.6833,3,8.0
11792,32.3661,-89.7122,1,10.0
11793,40.57111111,-122.2661111,9,12.0
11794,39.38159,-75.01764998,4,1.5
11795,33.059629,-90.089758,9,3.0
11796,34.4922,-94.4178,7,1.0
11797,33.2072,-88.8783,2,4.0
11798,39.50417,-75.07916,3,1.0
11799,33.84166667,-80.37083333,4,1.0
11800,31.0166667,-93.125,4,1.0
11801,31.6460345,-96.507404,8,12.0
11802,26.99,-80.13,2,2.0
11803,34.0264,-93.9919,8,1.0
11804,42.07239353,-73.87136672,5,0.59
11805,34.56626,-106.53931,7,2.5
11806,40.92440796,-98.07203674,10,2.0
11807,36.77445,-92.4316,5,1.0
11808,31.0731,-89.6478,2,5.0
11809,33.661773,-95.162255,8,1.0
11810,34.15345,-94.56915,9,11.0
11811,31.779411,-86.863518,3,13.0
11812,45.5225,-96.9229,11,5.0
11813,30.346590000000003,-96.32806,7,2.0
11814,33.93586441,-85.33048670000001,8,14.23
11815,32.3002675,-94.99104392,2,3.0
11816,32.6302,-84.7461,11,2.48
11817,34.0517,-109.9009,8,0.8
11818,38.29598998,-82.6304,12,1.0
11819,34.71715702,-88.55099268,11,17.0
11820,30.975,-92.9364,10,5.0
11821,35.2036,-97.8817,7,1.5
11822,33.22306,-94.48889,7,1.0
11823,40.3436,-104.5282,12,4.0
11824,42.89942957,-74.95871266,5,2.5
11825,38.0268,-93.83755,2,6.0
11826,32.3562103,-83.83204266,3,4.09
11827,38.23408485,-82.44116139,5,1.0
11828,32.548106,-87.330383,10,2.0
11829,30.0752,-83.0318,5,1.0
11830,30.7403,-89.5433,3,45.0
11831,34.06688,-87.60979,4,33.0
11832,32.0544,-88.975,4,1.0
11833,31.7942,-88.8947,10,2.0
11834,33.68909999,-92.69471001,9,4.0
11835,31.86788,-96.32707,10,15.0
11836,32.84531684,-89.94530098,10,4.0
11837,35.1175,-93.1903,9,1.0
11838,33.12164272,-82.01673475,9,1.36
11839,31.4812,-83.01899999999999,5,48.03
11840,33.241440000000004,-93.18435,4,2.0
11841,31.3958,-83.4947,10,4.6
11842,40.978667,-124.117667,6,5.0
11843,34.05283002,-94.05283002,3,3.0
11844,43.61444444,-88.69166667,4,11.0
11845,28.1941,-81.3588,12,3.0
11846,34.664608,-79.519997,9,2.0
11847,30.597139,-96.70166,12,1.5
11848,38.01144291,-81.65491321,7,1.0
11849,31.09054528,-88.81773639,8,7.0
11850,33.76501998,-96.69098999,7,1.0
11851,47.8458,-118.1056,7,3.6
11852,33.4893059,-86.8867333,11,31.0
11853,32.72708,-94.47292,7,14.0
11854,34.06434001,-101.9921,1,1.0
11855,36.5333,-87.4717,2,13.0
11856,43.4494,-116.73139,8,58.0
11857,34.7489,-87.5031,7,1.5
11858,35.5756,-92.09075,7,17.0
11859,32.45152999,-102.8261,3,5.0
11860,40.34539,-76.00824,4,1.4
11861,31.21097222,-95.50883333,1,5.0
11862,36.3383333,-87.94666670000001,12,12.0
11863,31.6261,-89.0767,5,6.0
11864,30.12288002,-98.33625998,8,1.0
11865,18.01667,-66.451408,1,10.0
11866,32.3388,-84.7844,6,1.82
11867,39.34916667,-105.2138889,6,3.0
11868,43.750240000000005,-102.4086,10,1.0
11869,35.6664,-94.5594,8,35.0
11870,32.18531,-93.25905,4,7.25
11871,30.53300508,-90.70366952,10,2.0
11872,35.6283,-81.2383,3,1.0
11873,44.0082,-90.1013,10,2.7
11874,32.8417,-80.2917,1,2.0
11875,30.495,-93.6131,12,5.0
11876,32.515658,-85.840411,6,2.0
11877,36.0028,-91.7072,3,40.0
11878,40.81040877,-73.04070745,7,1.5
11879,32.4244,-84.3192,7,22.1
11880,46.84361111,-115.5272222,9,681.0
11881,33.275,-81.34583333,2,10.0
11882,40.658669,-122.795719,4,1.3
11883,32.12776718,-82.6604066,6,5.36
11884,44.80588,-99.86261,5,150.0
11885,30.83565639,-89.60626434,2,12.0
11886,34.516,-85.506,5,5.02
11887,42.39992,-103.2418,8,5.0
11888,48.112,-105.1705,4,2.0
11889,34.9817,-78.7683,7,1.0
11890,30.81972,-96.20924,10,5.0
11891,33.5436,-87.6575,5,1.0
11892,33.88083999,-98.75541999,3,20.0
11893,31.41881642,-82.72114765,8,0.8
11894,34.8914,-113.7372,6,8.0
11895,27.9894,-81.1408,6,50.0
11896,31.2067,-89.1883,4,2.0
11897,42.714732,-95.449219,3,2.0
11898,38.14111111,-120.8819444,7,2.0
11899,28.18941998,-97.88262001,4,3.0
11900,18.134274,-67.100838,3,2.0
11901,34.4929,-95.9311,11,2.0
11902,33.15808333,-94.40808333,3,26.0
11903,44.49446497,-73.57298628,4,0.91
11904,30.22274942,-89.50959975,12,7.0
11905,34.06916667,-78.62983333,2,3.0
11906,30.61878977,-90.00997828,5,6.0
11907,32.66999816,-108.1741638,6,1000.0
11908,46.44812104,-93.94435667,5,1.3
11909,33.15,-80.65,12,3.0
11910,43.2552,-73.8326,4,1.25
11911,42.09351967,-79.21573853,4,3.3
11912,33.41114,-79.98989,3,5.0
11913,32.81458001,-94.54791002,3,8.0
11914,30.8536,-88.9969,3,15.0
11915,44.31333333,-120.355,7,5.0
11916,47.9831,-98.9421,4,2.5
11917,41.583713,-74.982933,3,8.0
11918,30.22354012,-94.90861837,8,5.0
11919,27.08472002,-82.01417,8,5.0
11920,35.5453,-94.5508,2,6.0
11921,45.74170618,-92.49753182,4,2.0
11922,48.78555556,-120.2738889,8,50.0
11923,62.6078,-154.1806,5,1.0
11924,33.34240998,-98.57233999,11,1.0
11925,32.9731,-93.4717,3,2.0
11926,40.05111111,-120.5833333,7,1.5
11927,47.5028,-119.8436,7,14768.1
11928,42.65030495,-75.04955404,4,1.6
11929,33.875,-79.34583333,3,2.0
11930,31.6909052,-96.4994512,8,1.0
11931,34.489792200000004,-89.02161305,1,4.0
11932,44.0764,-99.6351,4,0.6
11933,35.53591,-93.94328,7,1.0
11934,31.3296567,-90.23392422,3,30.0
11935,33.01000001,-94.36622,2,1.0
11936,47.333,-107.75,7,2.0
11937,18.471178,-67.157776,1,1.0
11938,46.42704332,-92.48014175,5,1.0
11939,39.680414,-111.841914,8,1.0
11940,27.33,-80.31,6,7.0
11941,34.47606,-78.63264000000001,7,1.0
11942,48.28967,-109.91958,7,31.2
11943,30.23627328,-89.61254255,3,5.0
11944,48.7694,-99.7905,4,30.0
11945,32.825,-85.4472,4,1.5
11946,35.93016669,-94.94183331,3,7.0
11947,41.11098,-111.67193,8,0.75
11948,33.640370000000004,-92.455,1,4.0
11949,42.543255,-73.546613,4,1.0
11950,34.6354,-83.8872,2,2.0
11951,31.7379,-81.6134,5,2.2
11952,17.970869,-66.368584,6,1.0
11953,35.21819999,-93.84582997,9,6.0
11954,35.2417,-85.2583,11,5.0
11955,42.2419,-96.5534,3,1.0
11956,34.154865,-80.261024,2,1.0
11957,34.76832998,-81.20610999,4,1.0
11958,41.35386,-92.73217,3,40.0
11959,38.00606,-92.87849,4,90.0
11960,34.325,-79.5083,2,15.0
11961,45.33583333,-106.1563889,7,1.4
11962,34.60268,-85.62174,12,6.0
11963,35.1383,-82.845,2,1.0
11964,34.90639831,-94.89969627,2,200.0
11965,33.718651,-89.885832,3,30.0
11966,32.65400073,-89.83043898,4,1.0
11967,31.9689,-93.8422,8,3.0
11968,33.737747,-101.7847713,8,1.0
11969,33.11668,-86.28621,4,1.0
11970,32.41552888,-83.68779822,2,5.4
11971,31.61907001,-95.59135999,12,3.0
11972,44.547492,-71.610535,4,1.5
11973,34.3708,-82.5269,2,32.0
11974,34.525599,-87.291728,2,3.0
11975,42.5533,-112.0825,8,5.0
11976,34.0182,-83.2664,11,1.43
11977,34.11775949,-84.69812304,3,1.0
11978,33.59584944,-83.38702412,11,0.91
11979,36.66305555,-119.755,5,1.0
11980,45.139181,-90.856403,4,0.6
11981,41.895058,-95.450678,8,4.0
11982,40.4967,-75.0441,4,0.75
11983,32.2414,-104.3661,11,7.5
11984,44.82744999,-116.0188,7,1.0
11985,47.8777,-94.9892,3,1.0
11986,31.9821,-110.5372,3,1.5
11987,31.15333333,-89.03,4,1.5
11988,38.39388888,-122.9161111,11,2.0
11989,29.07759998,-98.47739001,5,4.0
11990,33.78717,-94.7185,3,50.0
11991,26.56389,-80.24582998,6,2.5
11992,30.47931,-99.7785,1,1.0
11993,38.18206052,-81.71811751,4,4.0
11994,33.6655571,-96.9071092,7,4.0
11995,30.76,-85.32,2,2.0
11996,35.53,-88.5267,2,30.0
11997,33.726959,-80.92983199999999,4,8.0
11998,33.0071,-83.9335,11,0.56
11999,17.969381,-66.883492,5,2.0
12000,30.10194001,-81.50304999,4,147.0
12001,34.476749,-86.834575,3,28.0
12002,32.1875,-81.025,3,8.0
12003,31.13414814,-82.9909997,3,5.58
12004,34.838148,-85.999808,3,10.0
12005,33.77049997,-97.98830999,7,100.0
12006,44.59999836,-67.58333575,11,24.7
12007,31.47569585,-90.20887163,2,10.0
12008,36.1094,-94.8347,12,5.0
12009,37.1867,-82.37,11,1.0
12010,18.240028,-66.707603,2,1.0
12011,30.566026,-88.50737600000001,3,10.0
12012,38.79194444,-122.7661111,10,1.0
12013,37.40083333,-119.1172222,7,3.0
12014,35.92147,-76.44117,4,4.0
12015,30.01254,-97.17033667,6,1.0
12016,32.698766,-102.437725,7,50.0
12017,35.0733,-88.5533,8,1.0
12018,30.0703,-82.4839,3,5.0
12019,30.40611001,-95.23944001,2,5.0
12020,30.3209,-93.6582,10,3.4
12021,35.55,-118.7843,7,15.0
12022,34.6606,-93.058,8,1.0
12023,40.66972,-75.61471999999999,3,1.25
12024,39.02,-96.29,1,2.0
12025,32.9475,-81.0317,3,186.0
12026,33.21888888,-117.1288889,7,1.0
12027,37.36305981,-92.0773772,3,5.0
12028,31.5014,-88.21935,2,6.0
12029,33.02733609,-89.75609172,1,2.0
12030,36.1167,-79.25,4,10.0
12031,32.597311,-116.4279,10,1000.0
12032,31.45954712,-83.30295827,3,1.15
12033,31.370054,-98.060188,4,1.0
12034,33.504187,-97.395859,8,10.0
12035,36.5589,-96.1169,10,1.1
12036,35.2217,-79.1717,3,12.0
12037,33.2439,-85.8339,3,40.0
12038,44.52361111,-120.5497222,10,10.0
12039,36.1869,-94.3233,9,3.0
12040,31.00473,-87.589774,8,1.0
12041,34.07638889,-95.1375,3,1.0
12042,33.320499,-86.422207,11,5.0
12043,32.8722,-89.4183,3,4.0
12044,45.621301,-93.092266,4,2.0
12045,32.63957999,-95.07707998,5,5.0
12046,31.8239,-82.6591,2,0.59
12047,37.30111111,-78.49861111,7,3.0
12048,34.036,-85.3955,9,10.62
12049,32.47920533,-81.61554963,2,2.3
12050,45.728083000000005,-93.813204,4,2.0
12051,32.905,-116.94,12,1.0
12052,30.538288,-87.776101,4,20.0
12053,40.831903,-72.951348,8,1.0
12054,35.37,-84.2067,2,1.0
12055,39.74694444,-121.9269444,10,1.0
12056,31.136682,-88.06553199999999,3,35.0
12057,32.691276,-84.09032173,11,1.5
12058,34.2406,-88.1519,12,10.0
12059,39.54805555,-121.43694440000002,9,1.0
12060,34.35533,-95.23733,5,25.0
12061,30.12806,-82.5675,2,2.0
12062,35.6067,-94.8175,12,2.0
12063,35.35392,-85.5328,1,56.0
12064,37.295,-119.54,3,2.0
12065,35.142717,-87.426,9,1.0
12066,36.05888888,-119.0080556,7,1.0
12067,32.775945,-94.348183,7,10.0
12068,38.87269444,-77.97861111,4,5.0
12069,36.3883,-77.645,11,4.0
12070,34.70626677,-88.66406235,2,4.0
12071,45.35349,-91.68871,3,0.54
12072,35.4183,-85.4833,3,3.0
12073,35.44,-85.0317,4,25.0
12074,38.13082083,-81.32530346,10,11.0
12075,35.3685,-85.3707,4,3.0
12076,45.24333333,-88.58666667,10,64.6
12077,47.9958,-98.9087,4,5.0
12078,31.77236582,-92.11841333,3,4.0
12079,31.865524,-87.492532,11,5.0
12080,42.4699542,-92.7448238,10,40.0
12081,44.30024,-89.25031,4,36.83
12082,31.84711475,-89.82953856,2,12.0
12083,36.81472,-77.49389000000001,2,8.0
12084,34.2163,-116.3291,9,120.0
12085,37.46862423,-81.85041037,5,7.0
12086,41.79166667,-115.8366667,10,5.0
12087,32.9853,-79.7542,10,5.0
12088,33.07463889,-82.46205556,1,0.8
12089,31.50471657,-90.083744,3,2.0
12090,31.298355,-95.575905,8,1.0
12091,34.36859841,-94.70610036,2,5.0
12092,45.73735392,-93.9573281,11,1.0
12093,32.76620243,-89.57691949999999,5,10.0
12094,32.8,-116.7416667,11,40.0
12095,33.19682308,-89.20621904,2,2.0
12096,37.45995161,-81.06049486,10,10.0
12097,31.65035176,-92.01627018,1,290.0
12098,33.6164,-87.6572,9,2.0
12099,37.81417348,-82.27132155,11,77.0
12100,33.694069,-79.78327900000001,3,15.0
12101,32.52666667,-110.71,8,8.0
12102,32.00087,-95.961113,6,1.0
12103,38.1199,-98.5879,8,67.0
12104,32.4767,-92.9222,11,2.0
12105,32.8864,-81.8486,5,1.6
12106,47.58083333,-115.2586111,7,12.6
12107,32.5972,-86.6,11,0.7
12108,39.55530907,-111.5477059,9,515.0
12109,32.739205,-102.670927,7,1.0
12110,30.39951,-93.79791,10,3.0
12111,38.79111111,-122.54694440000002,9,1.0
12112,34.8061,-96.4067,4,61.3
12113,32.5614,-83.9342,11,0.95
12114,28.9992,-81.1495,2,2.0
12115,34.1525,-82.0067,5,2.0
12116,31.1658,-88.0483,5,5.0
12117,45.8734396,-93.11183029,4,1.0
12118,33.6803,-93.395,9,2.0
12119,29.89,-82.67,1,10.0
12120,36.47888888,-119.2311111,7,5.0
12121,36.765752,-120.381554,7,10.0
12122,34.8294,-89.5006,10,40.0
12123,46.81401702,-94.90135773,4,8.0
12124,31.0699,-83.3568,5,1.1
12125,38.48450226,-81.71211981,4,1.0
12126,34.58444444,-118.7022222,7,350.0
12127,37.08,-94.71,1,1.0
12128,35.2717,-87.3467,11,1.0
12129,30.54450001,-95.50311,8,5.0
12130,47.8755,-94.8936,4,1.5
12131,34.0667,-80.1,4,17.0
12132,34.5502,-85.4443,7,14.7
12133,36.34968,-95.02357,1,60.0
12134,32.46752,-94.66971,8,4.0
12135,17.958364000000003,-66.172852,1,21.0
12136,37.425,-119.8580556,11,12.0
12137,30.11276667,-95.42473333,9,2.0
12138,31.733513,-87.187042,2,5.0
12139,34.70883333,-78.12333333,12,1.0
12140,35.21954999,-94.33778,2,1.0
12141,37.14406,-83.33815,11,2.0
12142,37.37327,-86.69225,11,1.0
12143,35.710278,-94.675556,11,300.0
12144,17.981108,-65.938034,3,3.0
12145,37.255,-82.35,3,3.0
12146,32.49617741,-82.82331223,10,3.31
12147,37.15611111,-79.06305556,3,2.0
12148,32.85587815,-88.75063891,12,2.0
12149,46.7528,-88.3761,5,3.2
12150,44.9497386,-74.21322397,4,0.55
12151,47.512865000000005,-95.282247,4,1.0
12152,47.652899,-93.053958,4,2.0
12153,33.6754,-83.56200000000001,5,3.07
12154,33.528467,-117.27315,6,1.0
12155,40.731547,-80.671639,4,1.0
12156,35.4083,-84.7417,3,1.5
12157,41.05076,-96.33851,3,5.0
12158,30.5703,-93.6978,9,5.0
12159,31.60500001,-95.48583002,10,4.0
12160,42.608304,-75.92744300000001,4,12.0
12161,30.9085458,-89.05551436,6,2.0
12162,33.47916667,-80.4875,2,0.7
12163,39.5413,-116.7287,6,5.0
12164,30.55833333,-89.075,6,82.0
12165,30.817543,-89.101208,3,4.0
12166,30.86396609,-92.8250809,2,10.0
12167,41.259733,-74.361485,4,1.0
12168,35.715,-105.6744444,5,1.0
12169,33.26666667,-79.9,2,1.5
12170,38.43866531,-81.63731649,11,98.0
12171,37.08333333,-90.6,3,2.0
12172,46.71073575,-93.55095201,5,1.0
12173,37.98805555,-120.265,3,2.0
12174,32.495873,-86.564797,3,2.0
12175,34.35222222,-111.1513889,12,185.0
12176,28.943304,-98.54569,8,20.0
12177,42.2027,-121.1192,5,1.0
12178,38.61805556,-82.58333333,11,180.0
12179,35.42674,-92.5278,3,99.0
12180,46.9213698,-93.73933107,4,19.0
12181,45.4158,-106.4678,7,1.0
12182,30.11,-81.82,6,300.0
12183,30.82273445,-83.09919044,10,1.8
12184,33.2256,-87.1694,8,2.0
12185,35.62283573,-101.1878834,2,5.0
12186,34.66949446,-84.65417506,4,2.28
12187,32.52973671,-81.69770563,11,3.7
12188,35.38583333,-76.88448333,7,3.0
12189,33.5802,-81.01960799999999,2,5.0
12190,32.39333002,-94.73777998,1,1.0
12191,47.295687,-93.025818,5,2.5
12192,35.2667,-78.0,9,1.0
12193,36.675,-94.7425,8,6.0
12194,40.48388888,-122.2638889,11,1.0
12195,30.8758184,-89.03423874,1,3.0
12196,48.2589,-104.8692,4,299.0
12197,33.86666002,-78.71666998,4,8.0
12198,33.70166667,-107.4616667,6,30.0
12199,30.8529,-92.60489,9,22.0
12200,31.71848842,-95.65005806,3,1.0
12201,37.5808,-109.4767,8,15.0
12202,26.80556,-80.65305,5,3.0
12203,29.89,-82.94,6,1.0
12204,34.93205,-79.47447,2,75.0
12205,36.428567,-120.3383,2,1.0
12206,31.08402453,-88.49945063,10,1.0
12207,31.599519,-96.121101,8,1.0
12208,27.0,-82.23,4,50.0
12209,43.5379318,-73.72587657,5,0.99
12210,29.6232,-81.936,7,1.0
12211,47.03916667,-115.0125,8,13.0
12212,39.41888889,-82.14666667,3,15.0
12213,33.1786,-84.4437,6,0.98
12214,34.24259,-78.00713,4,2.0
12215,37.01888888,-120.21,8,5.0
12216,45.45721,-83.93904,5,3.9
12217,41.86777778,-123.2858333,6,170.0
12218,36.3417,-79.8917,6,3.0
12219,47.9197,-99.1167,5,2.0
12220,36.97477658,-94.43488833,3,5.0
12221,33.07434526,-112.74347240000002,3,45.0
12222,32.18859132,-81.37024549,6,140.0
12223,35.00443333,-79.68726667,4,1.5
12224,36.3983,-80.4017,3,1.0
12225,32.90833333,-80.5125,3,7.0
12226,35.9583,-89.64,4,2.0
12227,41.653940000000006,-97.73744,3,2.0
12228,36.10167,-87.98666,1,1.0
12229,27.23972,-80.74944,2,2.5
12230,30.67,-84.41,3,4.0
12231,31.0047,-87.6917,1,4.0
12232,17.981108,-65.938034,3,1.0
12233,33.79166667,-79.97083333,3,4.0
12234,37.864583,-120.221875,9,1.0
12235,36.23194444,-119.055,7,150.0
12236,38.230556,-120.373333,9,1.0
12237,36.1733,-84.7767,11,2.0
12238,35.2883,-79.0917,4,2.0
12239,47.34122348,-93.8519065,4,2.1
12240,34.8584,-84.3655,11,2.0
12241,42.7666,-112.2675,7,13.0
12242,31.6706,-86.0358,10,3.0
12243,31.22954538,-82.41115542,3,1.7
12244,34.654949,-80.46045699999999,5,3.0
12245,40.5942,-106.4989,8,11.0
12246,32.72083333,-80.5875,11,15.0
12247,33.5167,-110.3007,7,3.0
12248,35.32333333,-84.22611111,3,3.5
12249,32.78948611,-84.68570556,2,3.8
12250,33.72931,-88.20206,4,1.5
12251,26.3812,-98.786,2,1.5
12252,33.9327,-83.9518,11,1.75
12253,29.137220000000003,-81.34639,1,1.0
12254,44.0528,-99.6115,8,20.0
12255,40.84604,-76.54426999,3,1.5
12256,36.7365,-108.57394,4,3.0
12257,39.3,-108.5506,7,70.0
12258,31.27315074,-82.39061822,6,2.1
12259,37.23090996,-91.84367453,2,1.0
12260,34.3214,-87.294096,3,5.0
12261,37.15027,-84.00955,9,15.0
12262,35.67005,-79.42196667,4,0.6
12263,34.69,-90.69666667,3,90.0
12264,34.4811,-84.0744,4,2.0
12265,30.83336,-94.86448001,1,1.0
12266,42.9929111,-77.26178929,3,1.0
12267,33.71244,-117.27022,9,2.0
12268,37.35,-76.7833,4,2.0
12269,40.70639001,-78.34278,4,3.0
12270,34.51433334,-95.06016666,3,24.0
12271,35.61709949,-94.83429726,11,20.0
12272,34.2689,-85.5725,3,1.5
12273,42.31596029,-85.33025426,4,4.0
12274,35.8,-81.4,3,2.0
12275,32.28583333,-82.22611111,3,0.68
12276,38.13416667,-120.3513889,7,1.0
12277,39.17539241,-80.06022754,2,2.0
12278,35.5575,-92.2667,7,5.0
12279,44.6929,-121.4092,8,1.5
12280,34.20722198,-103.2919464,3,15.0
12281,40.48388888,-122.3211111,6,1.0
12282,41.42063,-110.51468,8,1.0
12283,32.29810997,-84.70052654,3,1.48
12284,30.86899086,-93.97946526,2,1.0
12285,35.99157,-81.03568,3,2.0
12286,45.83823,-117.64171,7,25.0
12287,33.12708,-94.97292,3,1.0
12288,33.55411682,-83.13827653,5,21.03
12289,33.89818643,-94.72724816,3,3.0
12290,32.6561,-86.8722,4,3.0
12291,45.90333333,-113.9466667,8,2.0
12292,34.09166667,-81.74166667,7,1.0
12293,35.225,-80.1283,3,2.0
12294,31.6914,-88.1517,6,23.0
12295,37.00919001,-83.59663001,11,20.0
12296,45.26064,-122.53568,6,3.0
12297,48.21637072,-95.41929593,4,20.0
12298,39.39800526,-78.13601578,4,1.0
12299,30.984,-82.6966,4,1.82
12300,18.179058,-66.822441,2,2.0
12301,30.8258,-90.43667,3,1.3
12302,30.28444002,-82.20861,2,5.0
12303,34.781014899999995,-89.48606996,2,4.0
12304,43.8305252,-89.34425936,5,0.6
12305,43.026475,-91.118609,3,1.1
12306,31.8628,-92.6453,8,2.0
12307,31.01384947,-92.77376565,9,2.0
12308,30.7586094,-95.96370827,6,5.0
12309,30.9903,-88.31824,9,1.1
12310,35.8167,-110.4062,6,1.0
12311,47.03622,-112.03029,7,5.0
12312,32.9473427,-96.1024728,6,2.0
12313,43.95083333,-121.2738889,7,256.9
12314,34.99361111,-84.63527778,4,92.3
12315,34.15005,-92.29486,3,1.0
12316,36.02,-88.28,3,3.2
12317,34.7319,-88.6297,2,26.0
12318,37.32191,-83.41216,11,10.0
12319,33.61666,-80.25,3,10.0
12320,35.2517,-85.8083,2,7.0
12321,32.72057,-103.2803,6,15000.0
12322,35.7785,-84.77696999999999,10,4.0
12323,31.22334614,-89.52735231,10,78.0
12324,41.1648,-120.95695,7,1.0
12325,42.07837204,-74.99337595,4,1.68
12326,32.89157545,-89.66404341,11,12.0
12327,32.0979,-81.8729,11,3.0
12328,34.235293,-102.712727,8,1.0
12329,34.5155,-83.8877,11,4.5
12330,31.10625,-93.96042,4,40.0
12331,33.03679958,-96.07826699,8,1.5
12332,37.71004,-83.07085,12,5.0
12333,36.84611111,-121.6638889,8,1.0
12334,31.7381,-82.0156,6,2.0
12335,40.54278,-78.44814001,4,1.0
12336,34.77166481,-85.19022621,10,1.6
12337,33.991209999999995,-86.55949,7,1.0
12338,35.8667,-79.8833,2,2.0
12339,39.8,-108.5173,7,12.0
12340,36.79308404,-92.59339836,2,11.0
12341,33.81667,-79.54999999,12,10.0
12342,35.71,-120.6138889,10,4.0
12343,36.54555511,-106.1419449,10,3.0
12344,33.23333333,-79.6,11,4.5
12345,44.95733,-107.00378,7,100.0
12346,20.8704605,-156.3322144,9,1.0
12347,35.04555556,-119.9772222,7,14537.0
12348,33.06978786,-90.03758219,12,3.0
12349,33.95,-80.0,1,6.6
12350,66.61067,-150.31633,6,5.0
12351,35.05130019,-95.41010269,3,12.0
12352,36.3333,-112.3674,7,0.8
12353,34.86581,-87.61291,1,3.0
12354,21.3256245,-158.0883636,7,1.0
12355,34.08330001,-98.36617001,6,1.0
12356,36.005,-107.1111,6,0.6
12357,34.7833,-81.3167,8,3.5
12358,18.084698,-66.296204,1,20.0
12359,40.04138551,-111.6451998,8,5.0
12360,37.24686,-83.87136,3,20.0
12361,33.90752,-97.69485,2,5.0
12362,28.5125,-81.78305999,3,30.0
12363,48.1865,-119.1811,6,60.0
12364,44.75411,-105.47083,9,2.0
12365,27.33,-81.88,2,8.0
12366,32.67166667,-105.3466667,5,6.0
12367,27.24306,-82.44528000000001,3,2.0
12368,34.3614,-84.7167,3,2.07
12369,47.8739,-98.9951,4,48.0
12370,29.14833333,-81.52166667,6,2.0
12371,31.3181446,-89.07756545,9,3.0
12372,47.8694,-114.3598,9,80.0
12373,32.039590000000004,-87.20864,10,4.0
